"","state","date","total_cases","total_deaths","total_population","cases_per100k","deaths_per100k"
"1","Alabama",2020-03-13,6,0,4864680,0.1233380201781,0
"2","Alabama",2020-03-14,12,0,4864680,0.2466760403562,0
"3","Alabama",2020-03-15,23,0,4864680,0.47279574401605,0
"4","Alabama",2020-03-16,29,0,4864680,0.59613376419415,0
"5","Alabama",2020-03-17,39,0,4864680,0.801697131157651,0
"6","Alabama",2020-03-18,51,0,4864680,1.04837317151385,0
"7","Alabama",2020-03-19,78,0,4864680,1.6033942623153,0
"8","Alabama",2020-03-20,106,0,4864680,2.1789716898131,0
"9","Alabama",2020-03-21,131,0,4864680,2.69288010722185,0
"10","Alabama",2020-03-22,157,0,4864680,3.22734486132695,0
"11","Alabama",2020-03-23,196,0,4864680,4.0290419924846,0
"12","Alabama",2020-03-24,242,0,4864680,4.9746334805167,0
"13","Alabama",2020-03-25,386,1,4864680,7.93474596479111,0.02055633669635
"14","Alabama",2020-03-26,538,3,4864680,11.0593091426363,0.06166901008905
"15","Alabama",2020-03-27,639,4,4864680,13.1354991489677,0.0822253467854001
"16","Alabama",2020-03-28,720,4,4864680,14.800562421372,0.0822253467854001
"17","Alabama",2020-03-29,830,5,4864680,17.0617594579705,0.10278168348175
"18","Alabama",2020-03-30,947,11,4864680,19.4668508514435,0.22611970365985
"19","Alabama",2020-03-31,999,14,4864680,20.5357803596537,0.2877887137489
"20","Alabama",2020-04-01,1108,28,4864680,22.7764210595558,0.5755774274978
"21","Alabama",2020-04-02,1270,32,4864680,26.1065476043645,0.657802774283201
"22","Alabama",2020-04-03,1535,38,4864680,31.5539768288973,0.781140794461301
"23","Alabama",2020-04-04,1632,44,4864680,33.5479414884432,0.904478814639401
"24","Alabama",2020-04-05,1840,45,4864680,37.823659521284,0.925035151335751
"25","Alabama",2020-04-06,2005,53,4864680,41.2154550761818,1.08948584490655
"26","Alabama",2020-04-07,2197,64,4864680,45.162271721881,1.3156055485664
"27","Alabama",2020-04-08,2498,67,4864680,51.3497290674823,1.37727455865545
"28","Alabama",2020-04-09,2838,78,4864680,58.3388835442413,1.6033942623153
"29","Alabama",2020-04-10,3008,80,4864680,61.8334607826209,1.644506935708
"30","Alabama",2020-04-11,3262,93,4864680,67.0547703034938,1.91173931276055
"31","Alabama",2020-04-12,3583,93,4864680,73.6533543830221,1.91173931276055
"32","Alabama",2020-04-13,3805,104,4864680,78.2168611296118,2.1378590164204
"33","Alabama",2020-04-14,3953,114,4864680,81.2591989606716,2.3434223833839
"34","Alabama",2020-04-15,4241,123,4864680,87.1794239292204,2.52842941365105
"35","Alabama",2020-04-16,4404,137,4864680,90.5301068107255,2.81621812739995
"36","Alabama",2020-04-17,4572,151,4864680,93.9835713757123,3.10400684114885
"37","Alabama",2020-04-18,4723,147,4864680,97.0875782168611,3.02178149436345
"38","Alabama",2020-04-19,4903,160,4864680,100.787718822204,3.289013871416
"39","Alabama",2020-04-20,5078,164,4864680,104.385077744065,3.3712392182014
"40","Alabama",2020-04-21,5327,186,4864680,109.503605581457,3.8234786255211
"41","Alabama",2020-04-22,5610,201,4864680,115.321048866524,4.13182367596635
"42","Alabama",2020-04-23,5832,197,4864680,119.884555613113,4.04959832918095
"43","Alabama",2020-04-24,6026,209,4864680,123.872484932205,4.29627436953715
"44","Alabama",2020-04-25,6213,213,4864680,127.716519894423,4.37849971632255
"45","Alabama",2020-04-26,6421,219,4864680,131.992237927263,4.50183773650065
"46","Alabama",2020-04-27,6539,228,4864680,134.417885657433,4.6868447667678
"47","Alabama",2020-04-28,6750,242,4864680,138.755272700363,4.9746334805167
"48","Alabama",2020-04-29,6925,262,4864680,142.352631622224,5.3857602144437
"49","Alabama",2020-04-30,7068,272,4864680,145.292187769802,5.5913235814072
"50","Alabama",2020-05-01,7294,289,4864680,149.937919863177,5.94078130524515
"51","Alabama",2020-05-02,7611,288,4864680,156.45427859592,5.9202249685488
"52","Alabama",2020-05-03,7888,290,4864680,162.148383860809,5.9613376419415
"53","Alabama",2020-05-04,8112,298,4864680,166.753003280791,6.1257883355123
"54","Alabama",2020-05-05,8437,315,4864680,173.433812707105,6.47524605935026
"55","Alabama",2020-05-06,8691,343,4864680,178.655122227978,7.05082348684806
"56","Alabama",2020-05-07,9046,369,4864680,185.952621755182,7.58528824095316
"57","Alabama",2020-05-08,9385,383,4864680,192.921219895245,7.87307695470206
"58","Alabama",2020-05-09,9668,390,4864680,198.738663180312,8.01697131157651
"59","Alabama",2020-05-10,9889,393,4864680,203.281613590205,8.07864032166556
"60","Alabama",2020-05-11,10164,403,4864680,208.934606181702,8.28420368862906
"61","Alabama",2020-05-12,10464,435,4864680,215.101507190607,8.94200646291226
"62","Alabama",2020-05-13,10700,450,4864680,219.952802650945,9.25035151335751
"63","Alabama",2020-05-14,11101,473,4864680,228.195893666182,9.72314725737356
"64","Alabama",2020-05-15,11373,483,4864680,233.787217247589,9.92871062433706
"65","Alabama",2020-05-16,11674,485,4864680,239.97467459319,9.96982329772976
"66","Alabama",2020-05-17,11771,488,4864680,241.968639252736,10.0314923078188
"67","Alabama",2020-05-18,12086,489,4864680,248.443885312086,10.0520486445152
"68","Alabama",2020-05-19,12376,504,4864680,254.405222954028,10.3603936949604
"69","Alabama",2020-05-20,13052,522,4864680,268.30130656076,10.7304077554947
"70","Alabama",2020-05-21,13414,529,4864680,275.742700444839,10.8743021123692
"71","Alabama",2020-05-22,13670,541,4864680,281.005122639105,11.1209781527254
"72","Alabama",2020-05-23,14149,549,4864680,290.851607916656,11.2854288462962
"73","Alabama",2020-05-24,14478,551,4864680,297.614642689756,11.3265415196889
"74","Alabama",2020-05-25,14986,566,4864680,308.057261731501,11.6348865701341
"75","Alabama",2020-05-26,15650,580,4864680,321.706669297878,11.922675283883
"76","Alabama",2020-05-27,16032,583,4864680,329.559189915883,11.9843442939721
"77","Alabama",2020-05-28,16530,591,4864680,339.796245590666,12.1487949875429
"78","Alabama",2020-05-29,17031,610,4864680,350.094970275537,12.5393653847735
"79","Alabama",2020-05-30,17359,618,4864680,356.83744871194,12.7038160783443
"80","Alabama",2020-05-31,17952,630,4864680,369.027356372875,12.9504921187005
"81","Alabama",2020-06-01,18534,646,4864680,380.991144330151,13.2793935058421
"82","Alabama",2020-06-02,18771,653,4864680,385.862996127186,13.4232878627166
"83","Alabama",2020-06-03,18851,653,4864680,387.507503062894,13.4232878627166
"84","Alabama",2020-06-04,19072,653,4864680,392.050453472787,13.4232878627166
"85","Alabama",2020-06-05,19387,676,4864680,398.525699532138,13.8960836067326
"86","Alabama",2020-06-06,20043,689,4864680,412.010656404943,14.1633159837852
"87","Alabama",2020-06-07,20500,692,4864680,421.404902275175,14.2249849938742
"88","Alabama",2020-06-08,20925,718,4864680,430.141345371124,14.7594497479793
"89","Alabama",2020-06-09,21422,729,4864680,440.35784470921,14.9855694516392
"90","Alabama",2020-06-10,21989,744,4864680,452.01328761604,15.2939145020844
"91","Alabama",2020-06-11,22845,755,4864680,469.609511828116,15.5200342057443
"92","Alabama",2020-06-12,23710,769,4864680,487.390743070459,15.8078229194932
"93","Alabama",2020-06-13,24601,773,4864680,505.706439066907,15.8900482662786
"94","Alabama",2020-06-14,25615,773,4864680,526.550564477006,15.8900482662786
"95","Alabama",2020-06-15,26272,774,4864680,540.056077686508,15.9106046029749
"96","Alabama",2020-06-16,26912,785,4864680,553.212133172172,16.1367243066348
"97","Alabama",2020-06-17,27312,790,4864680,561.434667850712,16.2395059901165
"98","Alabama",2020-06-18,28206,810,4864680,579.812032857249,16.6506327240435
"99","Alabama",2020-06-19,29002,822,4864680,596.174876867543,16.8973087643997
"100","Alabama",2020-06-20,29549,838,4864680,607.419193040447,17.2262101515413
"101","Alabama",2020-06-21,30021,839,4864680,617.121783961124,17.2467664882377
"102","Alabama",2020-06-22,30454,841,4864680,626.022677750643,17.2878791616304
"103","Alabama",2020-06-23,31097,864,4864680,639.240402246396,17.7606749056464
"104","Alabama",2020-06-24,32064,891,4864680,659.118379831767,18.3156959964479
"105","Alabama",2020-06-25,33206,896,4864680,682.593716338999,18.4184776799296
"106","Alabama",2020-06-26,34183,907,4864680,702.677257291333,18.6445973835895
"107","Alabama",2020-06-27,35083,919,4864680,721.177960318048,18.8912734239457
"108","Alabama",2020-06-28,35441,919,4864680,728.537128855341,18.8912734239457
"109","Alabama",2020-06-29,37175,929,4864680,764.181816686812,19.0968367909092
"110","Alabama",2020-06-30,38045,950,4864680,782.065829612636,19.5285198615325
"111","Alabama",2020-07-01,38962,972,4864680,800.915990363189,19.9807592688522
"112","Alabama",2020-07-02,40111,985,4864680,824.535221227296,20.2479916459048
"113","Alabama",2020-07-03,41865,1006,4864680,860.591035792693,20.6796747165281
"114","Alabama",2020-07-04,42862,1007,4864680,881.085703478954,20.7002310532245
"115","Alabama",2020-07-05,43953,1007,4864680,903.512666814672,20.7002310532245
"116","Alabama",2020-07-06,44878,1007,4864680,922.527278258796,20.7002310532245
"117","Alabama",2020-07-07,45785,1033,4864680,941.171875642386,21.2346958073296
"118","Alabama",2020-07-08,46962,1058,4864680,965.366683933989,21.7486042247383
"119","Alabama",2020-07-09,49174,1068,4864680,1010.83730070632,21.9541675917018
"120","Alabama",2020-07-10,50508,1104,4864680,1038.25945385925,22.6941957127704
"121","Alabama",2020-07-11,51947,1114,4864680,1067.84002236529,22.8997590797339
"122","Alabama",2020-07-12,53587,1121,4864680,1101.55241454731,23.0436534366084
"123","Alabama",2020-07-13,55545,1124,4864680,1141.80172179876,23.1053224466974
"124","Alabama",2020-07-14,57255,1164,4864680,1176.95305754952,23.9275759145514
"125","Alabama",2020-07-15,59067,1211,4864680,1214.20113964331,24.8937237392799
"126","Alabama",2020-07-16,61088,1230,4864680,1255.74549610663,25.2842941365105
"127","Alabama",2020-07-17,63091,1265,4864680,1296.91983850942,26.0037659208828
"128","Alabama",2020-07-18,65234,1286,4864680,1340.9720680497,26.4354489915061
"129","Alabama",2020-07-19,67011,1287,4864680,1377.50067835911,26.4560053282025
"130","Alabama",2020-07-20,68891,1291,4864680,1416.14659134825,26.5382306749879
"131","Alabama",2020-07-21,70358,1303,4864680,1446.30273728179,26.7849067153441
"132","Alabama",2020-07-22,71813,1364,4864680,1476.21220717498,28.0388432538214
"133","Alabama",2020-07-23,74212,1397,4864680,1525.52685890953,28.717202364801
"134","Alabama",2020-07-24,76005,1438,4864680,1562.38437060608,29.5600121693513
"135","Alabama",2020-07-25,78130,1456,4864680,1606.06658608583,29.9300262298856
"136","Alabama",2020-07-26,79294,1473,4864680,1629.99416200038,30.2794839537236
"137","Alabama",2020-07-27,81115,1491,4864680,1667.42725112443,30.6494980142579
"138","Alabama",2020-07-28,82366,1491,4864680,1693.14322833157,30.6494980142579
"139","Alabama",2020-07-29,83782,1538,4864680,1722.2510010936,31.6156458389863
"140","Alabama",2020-07-30,85762,1565,4864680,1762.95254775237,32.1706669297878
"141","Alabama",2020-07-31,87723,1580,4864680,1803.26352401391,32.479011980233
"142","Alabama",2020-08-01,89349,1603,4864680,1836.68812748218,32.9518077242491
"143","Alabama",2020-08-02,91444,1627,4864680,1879.75365286103,33.4451598049615
"144","Alabama",2020-08-03,92661,1633,4864680,1904.77071462049,33.5684978251396
"145","Alabama",2020-08-04,93702,1666,4864680,1926.16986112139,34.2468569361191
"146","Alabama",2020-08-05,94654,1695,4864680,1945.73949365631,34.8429907003133
"147","Alabama",2020-08-06,96592,1714,4864680,1985.57767417384,35.2335610975439
"148","Alabama",2020-08-07,98301,1735,4864680,2020.7084535879,35.6652441681673
"149","Alabama",2020-08-08,100173,1755,4864680,2059.18991588347,36.0763709020943
"150","Alabama",2020-08-09,101334,1768,4864680,2083.05582278793,36.3436032791468
"151","Alabama",2020-08-10,103020,1797,4864680,2117.71380645798,36.939737043341
"152","Alabama",2020-08-11,103851,1847,4864680,2134.79612225265,37.9675538781585
"153","Alabama",2020-08-12,104786,1882,4864680,2154.01629706373,38.6870256625307
"154","Alabama",2020-08-13,105557,1890,4864680,2169.86523265662,38.8514763561015
"155","Alabama",2020-08-14,106309,1893,4864680,2185.32359785227,38.9131453661906
"156","Alabama",2020-08-15,107580,1896,4864680,2211.45070179333,38.9748143762796
"157","Alabama",2020-08-16,108433,1898,4864680,2228.98525699532,39.0159270496723
"158","Alabama",2020-08-17,109004,1925,4864680,2240.72292524894,39.5709481404738
"159","Alabama",2020-08-18,110361,1936,4864680,2268.61787414588,39.7970678441336
"160","Alabama",2020-08-19,111478,1944,4864680,2291.57930223571,39.9615185377044
"161","Alabama",2020-08-20,112449,1974,4864680,2311.53950516786,40.5782086385949
"162","Alabama",2020-08-21,113632,1996,4864680,2335.85765147965,41.0304480459146
"163","Alabama",2020-08-22,114532,2011,4864680,2354.35835450636,41.3387930963599
"164","Alabama",2020-08-23,115060,2013,4864680,2365.21210028203,41.3799057697526
"165","Alabama",2020-08-24,116710,2024,4864680,2399.13005583101,41.6060254734124
"166","Alabama",2020-08-25,117242,2037,4864680,2410.06602695347,41.873257850465
"167","Alabama",2020-08-26,119254,2045,4864680,2451.42537638652,42.0377085440358
"168","Alabama",2020-08-27,121023,2076,4864680,2487.78953600237,42.6749549816226
"169","Alabama",2020-08-28,122185,2107,4864680,2511.67599924353,43.3122014192095
"170","Alabama",2020-08-29,123889,2152,4864680,2546.70399697411,44.2372365705452
"171","Alabama",2020-08-30,125235,2162,4864680,2574.37282616739,44.4427999375087
"172","Alabama",2020-08-31,126058,2182,4864680,2591.29069126849,44.8539266714357
"173","Alabama",2020-09-01,127616,2200,4864680,2623.3174638414,45.22394073197
"174","Alabama",2020-09-02,128239,2217,4864680,2636.12406160323,45.573398455808
"175","Alabama",2020-09-03,129285,2233,4864680,2657.62598978761,45.9022998429496
"176","Alabama",2020-09-04,130393,2266,4864680,2680.40241084717,46.5806589539291
"177","Alabama",2020-09-05,131803,2275,4864680,2709.38684558902,46.7656659841963
"178","Alabama",2020-09-06,132314,2276,4864680,2719.89113364086,46.7862223208926
"179","Alabama",2020-09-07,132973,2276,4864680,2733.43775952375,46.7862223208926
"180","Alabama",2020-09-08,133606,2277,4864680,2746.44992065254,46.806778657589
"181","Alabama",2020-09-09,134417,2285,4864680,2763.12110971328,46.9712293511598
"182","Alabama",2020-09-10,135565,2301,4864680,2786.71978424069,47.3001307383014
"183","Alabama",2020-09-11,136703,2333,4864680,2810.11289540114,47.9579335125846
"184","Alabama",2020-09-12,137646,2350,4864680,2829.49752090579,48.3073912364225
"185","Alabama",2020-09-13,138755,2351,4864680,2852.29449830205,48.3279475731189
"186","Alabama",2020-09-14,139459,2355,4864680,2866.76615933628,48.4101729199043
"187","Alabama",2020-09-15,140160,2387,4864680,2881.17615136042,49.0679756941875
"188","Alabama",2020-09-16,141087,2392,4864680,2900.23187547793,49.1707573776692
"189","Alabama",2020-09-17,141757,2401,4864680,2914.00462106449,49.3557644079364
"190","Alabama",2020-09-18,142863,2428,4864680,2936.73992945065,49.9107854987378
"191","Alabama",2020-09-19,144164,2437,4864680,2963.4837234926,50.095792529005
"192","Alabama",2020-09-20,144962,2437,4864680,2979.88768017629,50.095792529005
"193","Alabama",2020-09-21,145780,2439,4864680,2996.70276359391,50.1369052023977
"194","Alabama",2020-09-22,146584,2457,4864680,3013.23005829777,50.506919262932
"195","Alabama",2020-09-23,147153,2488,4864680,3024.92661387799,51.1441657005188
"196","Alabama",2020-09-24,148206,2506,4864680,3046.57243641925,51.5141797610531
"197","Alabama",2020-09-25,150658,2491,4864680,3096.9765739987,51.2058347106079
"198","Alabama",2020-09-26,151591,2501,4864680,3116.1556361364,51.4113980775714
"199","Alabama",2020-09-27,152321,2502,4864680,3131.16176192473,51.4319544142677
"200","Alabama",2020-09-28,152983,2501,4864680,3144.77005681771,51.4113980775714
"201","Alabama",2020-09-29,153554,2517,4864680,3156.50772507133,51.740299464713
"202","Alabama",2020-09-30,154701,2540,4864680,3180.08584326204,52.213095208729
"203","Alabama",2020-10-01,155744,2548,4864680,3201.52610243634,52.3775459022998
"204","Alabama",2020-10-02,156698,2550,4864680,3221.13684764465,52.4186585756925
"205","Alabama",2020-10-03,158380,2558,4864680,3255.71260596792,52.5831092692633
"206","Alabama",2020-10-04,159169,2558,4864680,3271.93155562134,52.5831092692633
"207","Alabama",2020-10-05,159713,2559,4864680,3283.11420278415,52.6036656059597
"208","Alabama",2020-10-06,160477,2580,4864680,3298.81924402016,53.035348676583
"209","Alabama",2020-10-07,161418,2601,4864680,3318.16275685143,53.4670317472064
"210","Alabama",2020-10-08,161975,2637,4864680,3329.61263639129,54.207059868275
"211","Alabama",2020-10-09,163465,2653,4864680,3360.24157806886,54.5359612554166
"212","Alabama",2020-10-10,164526,2664,4864680,3382.05185130368,54.7620809590764
"213","Alabama",2020-10-11,165342,2664,4864680,3398.8258220479,54.7620809590764
"214","Alabama",2020-10-12,166076,2665,4864680,3413.91417318303,54.7826372957728
"215","Alabama",2020-10-13,167193,2665,4864680,3436.87560127285,54.7826372957728
"216","Alabama",2020-10-14,167977,2706,4864680,3452.99176924279,55.6254471003232
"217","Alabama",2020-10-15,169162,2756,4864680,3477.35102822796,56.6532639351407
"218","Alabama",2020-10-16,170374,2786,4864680,3502.26530830394,57.2699540360312
"219","Alabama",2020-10-17,171662,2788,4864680,3528.74186996884,57.3110667094238
"220","Alabama",2020-10-18,172626,2788,4864680,3548.55817854412,57.3110667094238
"221","Alabama",2020-10-19,173485,2789,4864680,3566.21607176628,57.3316230461202
"222","Alaska",2020-03-12,1,0,735695,0.135925893203026,0
"223","Alaska",2020-03-13,1,0,735695,0.135925893203026,0
"224","Alaska",2020-03-14,1,0,735695,0.135925893203026,0
"225","Alaska",2020-03-15,1,0,735695,0.135925893203026,0
"226","Alaska",2020-03-16,3,0,735695,0.407777679609077,0
"227","Alaska",2020-03-17,6,0,735695,0.815555359218154,0
"228","Alaska",2020-03-18,9,0,735695,1.22333303882723,0
"229","Alaska",2020-03-19,12,0,735695,1.63111071843631,0
"230","Alaska",2020-03-20,14,0,735695,1.90296250484236,0
"231","Alaska",2020-03-21,21,0,735695,2.85444375726354,0
"232","Alaska",2020-03-22,22,0,735695,2.99036965046657,0
"233","Alaska",2020-03-23,36,0,735695,4.89333215530893,0
"234","Alaska",2020-03-24,42,0,735695,5.70888751452708,0
"235","Alaska",2020-03-25,59,0,735695,8.01962769897852,0
"236","Alaska",2020-03-26,69,0,735695,9.37888663100877,0
"237","Alaska",2020-03-27,85,1,735695,11.5537009222572,0.135925893203026
"238","Alaska",2020-03-28,102,1,735695,13.8644411067086,0.135925893203026
"239","Alaska",2020-03-29,114,2,735695,15.4955518251449,0.271851786406051
"240","Alaska",2020-03-30,120,2,735695,16.3111071843631,0.271851786406051
"241","Alaska",2020-03-31,133,2,735695,18.0781437960024,0.271851786406051
"242","Alaska",2020-04-01,143,2,735695,19.4374027280327,0.271851786406051
"243","Alaska",2020-04-02,145,2,735695,19.7092545144387,0.271851786406051
"244","Alaska",2020-04-03,156,2,735695,21.204439339672,0.271851786406051
"245","Alaska",2020-04-04,169,3,735695,22.9714759513113,0.407777679609077
"246","Alaska",2020-04-05,183,4,735695,24.8744384561537,0.543703572812103
"247","Alaska",2020-04-06,189,4,735695,25.6899938153719,0.543703572812103
"248","Alaska",2020-04-07,211,4,735695,28.6803634658384,0.543703572812103
"249","Alaska",2020-04-08,223,5,735695,30.3114741842747,0.679629466015129
"250","Alaska",2020-04-09,233,5,735695,31.670733116305,0.679629466015129
"251","Alaska",2020-04-10,244,5,735695,33.1659179415383,0.679629466015129
"252","Alaska",2020-04-11,255,6,735695,34.6611027667716,0.815555359218154
"253","Alaska",2020-04-12,270,6,735695,36.6999911648169,0.815555359218154
"254","Alaska",2020-04-13,275,6,735695,37.3796206308321,0.815555359218154
"255","Alaska",2020-04-14,283,7,735695,38.4670277764563,0.95148125242118
"256","Alaska",2020-04-15,291,7,735695,39.5544349220805,0.95148125242118
"257","Alaska",2020-04-16,298,7,735695,40.5059161745017,0.95148125242118
"258","Alaska",2020-04-17,307,7,735695,41.7292492133289,0.95148125242118
"259","Alaska",2020-04-18,312,7,735695,42.408878679344,0.95148125242118
"260","Alaska",2020-04-19,317,7,735695,43.0885081453591,0.95148125242118
"261","Alaska",2020-04-20,319,7,735695,43.3603599317652,0.95148125242118
"262","Alaska",2020-04-21,327,7,735695,44.4477670773894,0.95148125242118
"263","Alaska",2020-04-22,333,7,735695,45.2633224366076,0.95148125242118
"264","Alaska",2020-04-23,335,7,735695,45.5351742230136,0.95148125242118
"265","Alaska",2020-04-24,337,7,735695,45.8070260094197,0.95148125242118
"266","Alaska",2020-04-25,337,7,735695,45.8070260094197,0.95148125242118
"267","Alaska",2020-04-26,339,7,735695,46.0788777958257,0.95148125242118
"268","Alaska",2020-04-27,343,7,735695,46.6225813686378,0.95148125242118
"269","Alaska",2020-04-28,349,7,735695,47.438136727856,0.95148125242118
"270","Alaska",2020-04-29,353,7,735695,47.9818403006681,0.95148125242118
"271","Alaska",2020-04-30,353,7,735695,47.9818403006681,0.95148125242118
"272","Alaska",2020-05-01,362,7,735695,49.2051733394953,0.95148125242118
"273","Alaska",2020-05-02,363,7,735695,49.3410992326983,0.95148125242118
"274","Alaska",2020-05-03,366,7,735695,49.7488769123074,0.95148125242118
"275","Alaska",2020-05-04,368,7,735695,50.0207286987135,0.95148125242118
"276","Alaska",2020-05-05,369,7,735695,50.1566545919165,0.95148125242118
"277","Alaska",2020-05-06,370,8,735695,50.2925804851195,1.08740714562421
"278","Alaska",2020-05-07,373,8,735695,50.7003581647286,1.08740714562421
"279","Alaska",2020-05-08,376,8,735695,51.1081358443377,1.08740714562421
"280","Alaska",2020-05-09,377,8,735695,51.2440617375407,1.08740714562421
"281","Alaska",2020-05-10,378,8,735695,51.3799876307437,1.08740714562421
"282","Alaska",2020-05-11,380,8,735695,51.6518394171498,1.08740714562421
"283","Alaska",2020-05-12,383,8,735695,52.0596170967588,1.08740714562421
"284","Alaska",2020-05-13,383,8,735695,52.0596170967588,1.08740714562421
"285","Alaska",2020-05-14,387,8,735695,52.6033206695709,1.08740714562421
"286","Alaska",2020-05-15,388,8,735695,52.739246562774,1.08740714562421
"287","Alaska",2020-05-16,392,8,735695,53.2829501355861,1.08740714562421
"288","Alaska",2020-05-17,396,8,735695,53.8266537083982,1.08740714562421
"289","Alaska",2020-05-18,399,8,735695,54.2344313880073,1.08740714562421
"290","Alaska",2020-05-19,399,8,735695,54.2344313880073,1.08740714562421
"291","Alaska",2020-05-20,401,8,735695,54.5062831744133,1.08740714562421
"292","Alaska",2020-05-21,401,8,735695,54.5062831744133,1.08740714562421
"293","Alaska",2020-05-22,403,8,735695,54.7781349608194,1.08740714562421
"294","Alaska",2020-05-23,408,8,735695,55.4577644268345,1.08740714562421
"295","Alaska",2020-05-24,408,8,735695,55.4577644268345,1.08740714562421
"296","Alaska",2020-05-25,411,8,735695,55.8655421064436,1.08740714562421
"297","Alaska",2020-05-26,415,8,735695,56.4092456792557,1.08740714562421
"298","Alaska",2020-05-27,416,8,735695,56.5451715724587,1.08740714562421
"299","Alaska",2020-05-28,429,8,735695,58.312208184098,1.08740714562421
"300","Alaska",2020-05-29,435,8,735695,59.1277635433162,1.08740714562421
"301","Alaska",2020-05-30,440,8,735695,59.8073930093313,1.08740714562421
"302","Alaska",2020-05-31,468,8,735695,63.613318019016,1.08740714562421
"303","Alaska",2020-06-01,475,8,735695,64.5647992714372,1.08740714562421
"304","Alaska",2020-06-02,496,8,735695,67.4192430287007,1.08740714562421
"305","Alaska",2020-06-03,515,8,735695,70.0018349995582,1.08740714562421
"306","Alaska",2020-06-04,541,8,735695,73.5359082228369,1.08740714562421
"307","Alaska",2020-06-05,565,8,735695,76.7981296597095,1.08740714562421
"308","Alaska",2020-06-06,579,8,735695,78.7010921645519,1.08740714562421
"309","Alaska",2020-06-07,588,8,735695,79.9244252033791,1.08740714562421
"310","Alaska",2020-06-08,607,8,735695,82.5070171742366,1.08740714562421
"311","Alaska",2020-06-09,619,9,735695,84.1381278926729,1.22333303882723
"312","Alaska",2020-06-10,641,9,735695,87.1284975431395,1.22333303882723
"313","Alaska",2020-06-11,663,9,735695,90.118867193606,1.22333303882723
"314","Alaska",2020-06-12,686,10,735695,93.2451627372756,1.35925893203026
"315","Alaska",2020-06-13,720,10,735695,97.8666431061785,1.35925893203026
"316","Alaska",2020-06-14,731,10,735695,99.3618279314118,1.35925893203026
"317","Alaska",2020-06-15,735,10,735695,99.9055315042239,1.35925893203026
"318","Alaska",2020-06-16,750,10,735695,101.944419902269,1.35925893203026
"319","Alaska",2020-06-17,775,10,735695,105.342567232345,1.35925893203026
"320","Alaska",2020-06-18,793,10,735695,107.789233309999,1.35925893203026
"321","Alaska",2020-06-19,809,10,735695,109.964047601248,1.35925893203026
"322","Alaska",2020-06-20,832,10,735695,113.090343144917,1.35925893203026
"323","Alaska",2020-06-21,845,10,735695,114.857379756557,1.35925893203026
"324","Alaska",2020-06-22,854,10,735695,116.080712795384,1.35925893203026
"325","Alaska",2020-06-23,896,10,735695,121.789600309911,1.35925893203026
"326","Alaska",2020-06-24,917,10,735695,124.644044067175,1.35925893203026
"327","Alaska",2020-06-25,947,10,735695,128.721820863265,1.35925893203026
"328","Alaska",2020-06-26,991,12,735695,134.702560164199,1.63111071843631
"329","Alaska",2020-06-27,1016,12,735695,138.100707494274,1.63111071843631
"330","Alaska",2020-06-28,1049,12,735695,142.586261969974,1.63111071843631
"331","Alaska",2020-06-29,1074,12,735695,145.98440930005,1.63111071843631
"332","Alaska",2020-06-30,1121,12,735695,152.372926280592,1.63111071843631
"333","Alaska",2020-07-01,1161,12,735695,157.809962008713,1.63111071843631
"334","Alaska",2020-07-02,1211,12,735695,164.606256668864,1.63111071843631
"335","Alaska",2020-07-03,1277,13,735695,173.577365620264,1.76703661163933
"336","Alaska",2020-07-04,1333,14,735695,181.189215639633,1.90296250484236
"337","Alaska",2020-07-05,1364,14,735695,185.402918328927,1.90296250484236
"338","Alaska",2020-07-06,1393,14,735695,189.344769231815,1.90296250484236
"339","Alaska",2020-07-07,1423,15,735695,193.422546027906,2.03888839804539
"340","Alaska",2020-07-08,1470,15,735695,199.811063008448,2.03888839804539
"341","Alaska",2020-07-09,1516,15,735695,206.063654095787,2.03888839804539
"342","Alaska",2020-07-10,1574,15,735695,213.947355901562,2.03888839804539
"343","Alaska",2020-07-11,1648,15,735695,224.005871998586,2.03888839804539
"344","Alaska",2020-07-12,1757,15,735695,238.821794357716,2.03888839804539
"345","Alaska",2020-07-13,1826,15,735695,248.200680988725,2.03888839804539
"346","Alaska",2020-07-14,1884,15,735695,256.0843827945,2.03888839804539
"347","Alaska",2020-07-15,1945,15,735695,264.375862279885,2.03888839804539
"348","Alaska",2020-07-16,2019,15,735695,274.434378376909,2.03888839804539
"349","Alaska",2020-07-17,2075,15,735695,282.046228396278,2.03888839804539
"350","Alaska",2020-07-18,2151,16,735695,292.376596279708,2.17481429124841
"351","Alaska",2020-07-19,2266,16,735695,308.008073998056,2.17481429124841
"352","Alaska",2020-07-20,2410,16,735695,327.581402619292,2.17481429124841
"353","Alaska",2020-07-21,2518,16,735695,342.261399085219,2.17481429124841
"354","Alaska",2020-07-22,2609,17,735695,354.630655366694,2.31074018445144
"355","Alaska",2020-07-23,2673,17,735695,363.329912531688,2.31074018445144
"356","Alaska",2020-07-24,2734,17,735695,371.621392017072,2.31074018445144
"357","Alaska",2020-07-25,2849,18,735695,387.25286973542,2.44666607765446
"358","Alaska",2020-07-26,3075,18,735695,417.972121599304,2.44666607765446
"359","Alaska",2020-07-27,3174,19,735695,431.428785026404,2.58259197085749
"360","Alaska",2020-07-28,3308,20,735695,449.642854715609,2.71851786406051
